Basque (eu),Spanish (es),es_traduction
"Dolors Reig-ek, gizarte-psikologo, ikertzaile eta prestatzaileak, sare sozialei buruzko mahai-inguruan parte hartuko du.","Dolors Reig, psicóloga social, investigadora y formadora será una de las participantes en una mesa redonda sobre redes sociales.",Erreur
"Profesional-psikologo baten laguntza terapeutikoarekin, egoera berri eta aldakorrari aurre egin eta hobeto egokitzeko tratamendua jasotzeko aukera eskaintzen da, kontuan izanik batzuetan gertatzen diren stress eta larritasun sentimenduak.","Con el apoyo terapéutico por parte de un profesional-psicólogo se ofrece la posibilidad de recibir un tratamiento que ayude a afrontar y adaptarse mejor a la situación nueva y cambiante, habida cuenta de los sentimientos de stress y angustia que a veces se producen.",Erreur
"Psikologo bezala hartu dudan ibilbideari ama izanagatik bizitutako esperientziak batu nizkionean, psikologia perinatalarekin topo egin nuen parez pare.","Cuando uní a mi trayectoria personal las experiencias vividas como madre, me llevaron a darme de cruces con la psicología perinatal.",Erreur
Bizkaiko Psikologoen Elkargo Ofizialeko Psikologia Juridikoko eta Bitartekotzako Batzordearen funtzioa da Psikologia eta Zuzenbidea erlazionatzen dituen esku-hartze psikologikoko arlo honekin loturiko gai profesionalez arduratzea.,La Comisión de Psicología Jurídica y Mediación del Colegio Oficial de Psicología de Bizkaia tiene como funciones encargarse de aquellas cuestiones de la profesión relacionadas con éste área de intervención psicológica que relaciona la Psicología y el Derecho.,Erreur
"Gizarte-langile batek, sei gizarte-hezitzailek eta psikologo batek osatzen duten diziplinarteko lantalde baten bidez egiten dugu zerbitzu, eta laguntza pertsonalizatua ematen diegu programan parte hartzen duten pertsona guztiei: laguntza-prozesu bat jartzen dugu abian, eta taldeka ere lan egiten dugu.","La atención se realiza a través de un equipo multidisciplinar formado por una trabajadora social, seis educadoras sociales y una psicóloga que ofrecen una atención individualizada a todas las personas que participan en el programa y aceptan un proceso de trabajo de acompañamiento así como de intervención grupal.",Erreur
"MIT-eko irakasle batek, zeinak bere matematikarako jenioaz jabetu den, konbentzitzen du psikologo baten terapiara joaten zigorra saihesteko.","Un profesor del MIT, que ha descubierto su talento para las matemáticas, le convence para que asista a la terapia de un psicólogo y así evitar la condena.",Erreur
"Bi tailerrak Belén Andrés psikologoak gidatuko ditu. Teknika psikoterapeutikoetan aditua da eta “Lo que mi alma ya sabía” liburua idatzi du, eta antzeko tailerrak gidatu izan ditu inguruko udalerrietan, arrakasta handiz gainera.","Ambos talleres serán conducidos por Belén Andrés, psicóloga especializada en técnicas psicoterapeúticas y autora del libro “Lo que mi alma ya sabía”, quien ya ha conducido talleres análogos con gran éxito en municipios colindantes.",Erreur
"Brooklyn Collegen klaseak ematen hasi zen eta, bere bizitzako aldarte honetan, Estatu Batuetara, eta bereziki Brooklynera, zetozen europar etorkin askorekin elkartu zen; Alfred Adler, Erich Fromm edo Karen Horney izan ziren hauetako batzuk eta Gestalt edo Freuden inguruko hainbat psikologo ere bai.","En Nueva York entró en contacto con muchos inmigrantes europeos que llegaban a Estados Unidos, en especial a el psicólogo de la Gestalt Max Wertheimer, a quienes admiraba tanto profesional como personalmente. Estos eran tan consumados en sus respectivos campos, y tan «maravillosos seres humanos» para él, que empezó a tomar notas acerca de ellos y de su comportamiento.",Erreur
"Dena den, araudiak alderdiei eskumen baten mendean jartzeko aukera ematen dien kasuetarako, COLEGIO OFICIAL DE PSICOLOGOS DE BIZKAIA-BIZKAIKO PSIKOLOGOEN ELKARGO OFIZIALA eta Erabiltzaileak, egokituko litzaiekeen beste edozein eskumeni berariaz uko egin eta Bilboko Epaitegietara eta Auzitegietara jo beharko dute. Imprimir","No obstante, para los casos en los que la normativa prevea la posibilidad a las partes de someterse a un fuero, COLEGIO OFICIAL DE PSICOLOGOS DE el Usuario, con renuncia expresa a cualquier otro fuero que pudiera corresponderles, se someten a los Juzgados y Tribunales de la ciudad de Bilbao.",Erreur
"Horretarako, psikologoak arretaz entzuten du pertsonak esaten duena eta lotura ezkutuak aurkitzen ditu alde desberdinen artean: pertsonalak, gizartekoak, familiakoak, etab.","Para ello, el psicólogo clínico escucha con atención lo que el paciente tiene que decir y busca qué aspectos personales, sociales, familiares, etc., son responsables del problema.",Erreur
"Gure lankide Alberto Rodríguez eta Javier Mugika, familia harreran eta adopzioan adituak diren psikologoek, Nazioarteko Gizarte Zerbitzuarekin (ISS) kolaboratu dute adopzioaren esparruan… irakurri gehiago","Nuestros compañeros Alberto Rodríguez y Javier Múgica, psicólogos especialistas en acogimiento familiar y adopción, han colaborado con el Servicio Social Internacional (ISS)… leer más",Erreur
"Baldintzek hala egiteko aukera ematen duten guztietan, COLEGIO OFICIAL DE PSICOLOGOS DE BIZKAIA-BIZKAIKO PSIKOLOGOEN ELKARGO OFIZIALA zerbitzuak noiz etengo diren argitaratuko du aldez aurretik web-orrialdean, ohar baten bidez.","Siempre que las circunstancias lo permitan COLEGIO OFICIAL DE PSICOLOGOS DE publicará en su web, con antelación suficiente, un aviso indicando la fecha prevista para la suspensión de los servicios.",Erreur
Oraindik askok geure buruari galdetzen diogu zein diren psikologo baten eta psikiatra baten arteko diferentziak.,Muchos nos seguimos preguntando las diferencias que existen entre un psicólogo y un psiquiatra.,Erreur
"Bideo honetan, Yolanda Iglesias psikologoak Agifesen etxez etxeko esku-hartze programaren nondik norakoak azaltzen ditu.","En el siguiente vídeo, la psicóloga Yolanda Iglesias explica en qué consiste el programa de Intervención Domiciliaria de Agifes.",Erreur
"Laguntza terapeutikoa. Hezitzaileen, psikologo-terapeuta baten eta gizarte langile baten elkarlanarekin gauzatzen da programa hau.","Este programa se lleva a cabo con la colaboración de una psicóloga-terapeuta, una trabajadora social y un grupo de educadores.",Erreur
Hizlaria: Jose Antonio Gonzalez (Psikologoa eta Adimen emozionalean aditua).,Enviar por correo Antonio Gonzalez (Psicólogo y experto en inteligencia emocional).,Erreur
"Tratamendu bat hasterakoan, argi eduki behar da zer alde dagoen psikiatra baten eta psikologo baten artean.","Al empezar un tratamiento, es necesario tener claras las diferencias entre un psiquiatra y un psicólogo.",Erreur
Laguntza psikologikoa (Laguntza psikologikoa jasotzeko zerbitzua gaian adituak diren psikologoekin).,Apoyo psicológico (Servicio de asistencia psicológica con psicólogos y psicólogas especializadas en la materia).,Erreur
"Apirilak 24ean, Juan Carlos Alonso psikologoak, ipuin klasikoak eta egungo ipuinak erabilita, haur literaturaren balioari buruzko tailerra eskainiko du agresibitate gaia lantzeko eta indarkeriari literaturak emandako trataeri buruzko hausnarketa egiteko.","El 24 de abril el psicólogo Juan Carlos Alonso, valiéndose de cuentos clásicos y contemporáneos, ofrecerá un taller sobre el valor de la literatura para tratar la agresividad, y para reflexionar sobre el tratamiento que la literatura ha dado al tema de la violencia.",Erreur
"Eusko Jaurlaritzako Osasun Plangintza Zerbitzuaren eskaerei arreta ematea, Azterketa Zentroen arteko irizpide-desberdintasuna konponduko duen psikologo bat esleitzeko.","Atender las demandas del Servicio de Ordenación Sanitaria del Gobierno Vasco, para designar a un/a psicólogo/a para resolver la disparidad de criterios entre Centros de Reconocimientos.",Erreur
"Juan Alberto Estallo Martí, psikologoa eta 'Videojuegos, juicios y prejuicios' liburuaren egilea (Bideo-jokoak, iritziak eta aurreiritziak)","Juan Alberto Estallo Martí, psicólogo y autor del libro: Videojuegos, juicios y prejuicios",Erreur
Gurasoek edo psikologo batek?,¿Sus padres o un psicólogo?,Erreur
"Søren Kierkegaard (Kopenhagen, 1813ko maiatzaren 5a - 1855eko azaroaren 11a) psikologo, filosofo eta idazlea izan zen.","mayo de 1813 – ibídem, 11 de noviembre de 1855) fue un prolífico filósofo y teólogo danés del siglo XIX.",Erreur
"Jarrera erasokorrez diharduten egoiliarrek eragin arriskuei aurre egiteko prebentzio neurrien haritik, psikologoak landutako jarraibideak egunera daitezela eskatzen da, beti ere, beharrezkoa bada eta aste bateko gutxiengo maiztasunez.","Siguiendo con las medidas preventivas frente a los riesgos derivados de personas residentes con comportamiento agresivo, se requiere a actualizar las pautas elaboradas por el psicólogo siempre que sea necesario y al menos con una frecuencia semanal.",Erreur
"Zentzuzkoa denez, gurasoek ez dute aurrean egon behar, adingabeenganako presioak saihesteko nahian. Bestalde, epailearen eta Ministerio Fiskalaren ordezkari batekin batera (derrigorrez egon behar dutenak), idazkari bat egon daiteke, abokatuak, psikologo bat, lantalde psikosozialaren kideren bat, etab.","Si bien resulta lógico que los padres no deben estar presentes para no condicionar al menor, dependiendo del Juzgado en cuestión, junto al Juez y un representante del Ministerio Fiscal (que siempre deben estar), puede haber un secretario, abogados, un psicólogo, otro miembro del equipo psicosocial… Y es que, de cara a preservar la privacidad del menor compareciente, resultaría lógico que debiera haber el menor número de personas posible, pero lamentablemente, esta circunstancia no está legalmente recogida en la actualidad.",Erreur
"Martari buruzko ahalik eta informazio gehien jasotzearren, psikologoa harremanetan jarri da institutuko tutorearekin.","Para poder contar con la máxima información posible de todos los ámbitos en los que Marta se mueve, la psicóloga mantiene contactos con el tutor del instituto.",Erreur
CEAR-Euskadik psikologo talde bat du.,CEAR-Euskadi cuenta con un equipo de psicólogas.,Erreur
"Horretaz gain, kirol psikologo batek bideratutako gurasoentzako saio bat ere egongo da (guraso guztientzat irekia, nahiz eta euren seme alabek teknifikazio saioetan ez parte hartu).","Aparte de eso, también habrá una sesión dirigida a los padres impartida por un psicólogo deportivo (abierta a todos los padres, tanto si sus hijos/as acuden a la tecnificación, como si no).",Erreur
0.3.- Noiz psikologoarengana joan,0.3.- Cuándo acudir al psicólogo,Erreur
"Psikologoak tresna metodologikoak eta teknikak izaten ditu bere bezeroen ebaluazioa egin, diagnostikoa finkatu eta arazoei aurre egiteko tratamendua proposatzeko eta bere ondoezaren zergatiak ulertzen laguntzeko.","El psicólogo cuenta con herramientas metodológicas y con técnicas para realizar una evaluación, establecer un diagnostico y proponer un tratamiento para abordar los problemas de sus clientes y para ayudarles a entender los motivos de su malestar.",Erreur
Psikologoak herrialdearen arabera,Psicólogos por país,Erreur
"Guillermo Echegaray, psikologoa","Guillermo Echegaray, psicólogo",Erreur
"Nafarroako Mugarik Gabeko Psikologia gizarte,ekonomi edo kultura diskriminazio egoeretan,istripu kolektiboetan eta gizarte egoera larrietan arreta psikosoziala eskaintzea helburu dugun psikologo talde bat gara.","Psicología Sin Fronteras Navarra lo formamos un grupo de psicólog@s cuyo objetivo es ofrecer asistencia psicosocial en situaciones de discriminación o vulnerabilidad por cuestión social, económica o cultural, poblaciones afectadas por accidentes colectivos y situaciones sociales de gravedad.",Erreur
"Institutua Quirónsalud Bilbao Laguntza Bidezko Ugalketa Institutua 20 profesional inguruk osatzen dute ginekologoak, enbriologoak, andrologoak, eta psikologoak.","El Instituto de Reproducción Humana Asistida Quirónsalud Bilbao está integrada por una veintena de profesionales, entre ginecólogos, embriólogos, andrólogos y psicólogos.",Erreur
"Hobe da diziplina anitzeko tratamendua egitea: aldi berean, psikologoarenera eta psikiatrarenera joatea eta, beharrezkoa izanez gero, pisua kontrolatzeko mediku nutrizionistarenera ere joatea.","Recomendamos un tratamiento multidisciplinar: una combinación de psicólogo, psiquiatra y, si es necesario, un médico nutricionista que controle el peso.",Erreur
"Martxoaren erdialdean, lehen azterketa grafopsikologoaren hemeretzi orriko txostena.","A mediados de marzo, la diputada tenía en sus manos el primer estudio grafológico.",Erreur
"Kategoria:Psikologoak herrialdearen arabera - Wikipedia, entziklopedia askea.","Categoría:Psicólogos de Israel - Wikipedia, la enciclopedia libre",Erreur
"Mota honetako sintomaren bat sumatuko balitz, komenigarria da lehenbailehen psikologo bati kontsulta egitea eta laguntza eskatzea, terapia bitartez arazoari soluzio bat bilatzeko.","Cuando se detecta algún problema de los mencionados anteriormente, es recomendable consultar y pedir ayuda cuanto antes a un psicólogo para comenzar una terapia.",Erreur
"Maite Garaigordobil, psikologoa eta jolasaren ikertzailea","Maite Garaigordobil, psicóloga e investigadora del juego",Erreur
"1617). 1844 - Granville Stanley Hall, estatubatuar hezitzailea eta psikologoa (h.","1912). 1844: Stanley Hall, psicólogo estadounidense (f.",Erreur
"Psikologo klinikoa da, Bartzelonako Unibertsitateko lizentziaduna.","Es psicóloga clínica, licenciada por la Universidad de Barcelona.",Erreur
"Espainia mailan, bi urtean behin probintzia ezberdinetan biltzeaz gain, 15 urtetik gorako gazteekin aste beteko jardunaldiak egiten ditugu, janaria egiten ikasi, beraien arazoez psikologoekin hitz egin eta beraien gaixotasunari buruz gehiago ikas dezaten inolako interesik gabe doazen adituekin, beraiekin identifikatuta sentitzeko baitoaz soilik.","A nivel español, aparte de reunirnos cada dos años en diferentes provincias, hacemos una semana de jornadas con los jóvenes a partir de 15 años donde les enseñamos a cocinar, hablan de sus problemas con los psicólogos, y aprenden más de su enfermedad con los especialistas que acuden de una forma totalmente desinteresada, únicamente por sentirse identificados con ellos.",Erreur
"Parte hartuko dute apaizek, psikologo batek eta senar-emazteek.","Participarán los sacerdotes, una psicóloga y matrimonios.",Erreur
"Buru gaixotasuna duten hainbat pertsonei, senide bati eta psikologo bati eman zioten hitza.","Dieron la palabra a varias personas con trastorno mental, a un familiar y a una psicóloga (Ver fragmento del programa).",Erreur
"Zorionez, psikologoarenganako beldurra, errezeloa eta mesfidantza gutxitu egin dira.","Por fortuna, el temor, los recelos y la desconfianza hacia el psicólogo han disminuido.",Erreur
"Ipuina Madrilgo Mercedes Bermejo Boixareu elkargokidearen lana da eta Madrilgo PEOak argitaratu du. “Nor da psikologoa?” haurrei zuzendutako ipuina da eta psikologoak haurrei eta euren familiei nola lagun diezaiekeen azaltzea, ilustratzea eta zabaltzea du helburu, modu erraz eta ludikoan.","“¿Quién es el psicólogo?” pretende aclarar, ilustrar y difundir de una forma sencilla y lúdica, cómo el psicólogo o psicóloga puede ayudar a los niños y niñas y sus familias, explicando de manera sencilla y lúdica quiénes somos y qué hacemos en nuestro trabajo.",Erreur
"Salaketa 14 hilabete geroago heldu zen Italiako Justiziaren eskuetara, ""irregulartasun askoren"" ondoren. Granadako 2 zenbakiko Instrukzio Epaitegiak Rivasen senitartekoak, abokatua eta Maracenako udal psikologoa ere ikertu zituen, adingabeak osteko prozesuan izan zuten parte hartzeagatik.","El Juzgado de Instrucción 2 de Granada llegó a investigar a los familiares de Rivas, así como a su asesora jurídica y a su psicóloga en el Centro Municipal de Maracena para averiguar su presunta vinculación con la sustracción de los menores el pasado verano, aunque la causa se archivó finalmente para todos excepto para ella.",Erreur
"Vanina Gentile, generoan aditua den psikologoa (NUP) eta Equalako teknikaria izanen da moderatzailea.","Moderará Vanina Gentile, psicóloga experta en género (UPNA) y técnica de Equala.",Erreur
"Besteak psikologoak ziren, laguntza modu boluntarioan ematen zutenak. Tutorea dinamikako azpi-multzoan txertatzen zen, eta berak egiten zituen dinamizatzaile lanak, ikasleei eutsiaz proposatutako ariketak egiteko garaian. Psikologoak, berriz, saio bakoitzeko xehetasunak jasotzen zituen taldearen koadernoan.","Los otros eran psicólogos que voluntariamente realizaban este apoyo. El tutor siempre se ubicaba en el subgrupo de dinámica y normalmente era el que participaba como dinamizador y a la vez desde la contención ante las actividades propuestas y emergentes grupales, y el psicólogo colaborador desempeñaba la función de recoger en el cuaderno del grupo los detalles más significativos de cada sesión.",Erreur
"Ikasitako edukiak eta jasotako ezagutzak ziurtatuak izan daitezen, ezinbestekoa izango da praktikak zaindu dituen tutorearen partez sinatutako agirian, batetik betetako eginkizunak eta haien deskribapena azaltzea, eta bestetik egiaztagiria jaso nahi duen psikologoak lortutako maila ziurtatzen duen ebaluazioari dagokion iritzi kritikoa espresuki zehaztua agertzea. Informazio Gehigarria","Verificable mediante la documentación que acredite el cumplimiento de al menos 100 horas de práctica supervisada por un tutor con apropiado documentación aportada figure un certificado firmado por el tutor o tutores de las prácticas supervisadas en el que, además de las fechas de las prácticas y la descripción de las actividades realizadas, se haga constar de manera expresa la calificación de suficiencia obtenida por el alumno.",Erreur
"Juan Alberto Estallo Martí, psikologoa eta 'Videojuegos, juicios y prejuicios' liburuaren egilea (Bideo-jokoak, iritziak eta aurreiritziak): ""Guri eskatzen digute, psikologoei, gurasoek egiten ez dakiten edo egin nahi ez duten funtzioa egin dezagula"" Tweet","Juan Alberto Estallo Martí, psicólogo y autor del libro: Videojuegos, juicios y prejuicios: ""Se nos pide a nosotros, los psicólogos, que hagamos la función que los padres no saben o no quieren hacer"" Tweet",Erreur
"Hitzaren baieztapena ingelesez jaiotako asertibotasuna da, New Yorkeko Andrew SALTER psikologoek 1950-ek hasitako kontzeptua.","La palabra asertividad proviene de la asertividad nacida en inglés, un concepto iniciado por el psicólogo de Nueva York, Andrew SALTER, para 1950.",Erreur
"Gainera, talde multidisziplinar batekin egiten dugu lan, psikologoak, medikuak,pedagogoak, gizarte hezitzaileak, erizainak eta emagintzak osatzen dutelarik. Castellano","Además, contamos con el apoyo de un equipo de profesionales de la sexología compuesto por psicólogas, médicos, pedagogas, educadoras sociales, enfermeras y matronas.",Erreur
"Ainhoa Azurmendi, psikologoa eta kirol aholkularia Goi mailako kirolaria izateak ahalegina, nekea, gauza askori uko egitea eta…","Ainhoa Azurmendi, psicóloga y consultora deportiva Ser deportista de alto nivel requiere esfuerzo, sacrificio, renuncia y dedicación;…",Erreur
"Psikologo eta psikiatren kontsultak ere umetan eta adoleszentzian amarengandik (normalean) babes handiegia jaso zuten pertsona helduz beterik daude Heldutasun biologikoa lortu eta gero, arazo larriak bizi dituzte: autoestimu baxua, depresioak, erabaki garrantzitsuak hartu ezina, identitate krisia, afektibitatearen deskontrola, pertsonalitate arazoak...","Las consultas de psicólogos y psiquiatras están llenas de adultos sobreprotegidos por sus (normalmente) madres en la infancia y adolescencia. Que, ya en plena madurez biológica, presentan serios problemas: una baja autoestima, depresiones, incapacidad para la toma de decisiones importantes, crisis de identidad, descontrol de la afectividad, problemas de personalidad,...",Erreur
"Onkologian dihardugun psikologook koadro horiei aurre egin eta, alta klinikoa hartutakoan, pazientearentzat tratamendu egokiena zein izan daitekeen adierazteko elkarlanean gabiltza osasun pertsonalarekin.",Los psicólogos de oncología colaboramos con el personal sanitario para hacer frente a estos cuadros e indicar el tratamiento más adecuado una vez se reciba el alta clínica.,Erreur
"Bere hitzaldian, gure neuropsikologoak sakondu egin zuen kognizio sozialaren kontzeptuan, zeinean hainbat prozesu kognitibo sartzen baitira, hala nola ‘buruaren teoria’– zeina beste autore batzuek ’enpatia’ moduan aztertu nahiago baitute–, emozioen errekonozimendua, emozioen erregulazioa, joera atribuzionala eta doikuntza soziala.","En su ponencia, nuestra neuropsicóloga abundo sobre el concepto de cognición social, en el que se incluyen procesos cognitivos como la ‘teoría de la mente’ – que otros autores prefieren estudiar como ’empatía’-, el reconocimiento de las emociones, la regulación emocional, el sesgo atribucional y el ajuste social.",Erreur
"Beste osasun, hezkuntza edo gizarte baliabide batzuk erabili behar direnean, beharrezko diren administrazio prozesuak eginez, mediku-psikologo taldeak kudeatzen du horiek iritsi ahal izatea. Hezkuntza","Cuando se necesita utilizar otros recursos sanitarios, educativos o sociales, el acceso a los mismos es gestionado por los miembros del equipo médico-psicológico, tratando así los procesos administrativos necesarios",Erreur
"Psikologoa prozesuak errazten dituen profesional bihurtu da eta pertsonen zerbitzura jartzen ditu norbere burua hurbiltzeko eta ezagutzeko metodologia zientifikoak, entzutearen, behaketaren, azterketaren, alderatzearen, seinalatzearen eta orientazioaren bidez.","El psicólogo se ha convertido en un facilitador de procesos, que pone a disposición de las personas metodologías científicas de acercamiento y conocimiento de sí mismas a través de la escucha, la observación, el análisis, la interpretación, la confrontación, el señalamiento y la orientación.",Erreur
"Kasu hauetan, psikologo pribatura joatean baino parte hartzea txikiagoa izango du familiak, Berritzeguneko eginkizuna ikastetxeari aholkua ematea delako, ez familiari. Jarduerak Berriak","En estos casos, la participación de la familia en el proceso es menor que en el caso de acudir a un psicólogo privado, ya que la función del Berritzegune es asesorar a los colegios, no a las familias.",Erreur
"Jolaserako, adinak ez du mugarik; psikologoek esaten dutenez, haurtzarora eramaten gaitu jolasak, helduaren bizimoduak ezabatu nahi izaten duen izpiritu ludiko hori - fribolo samarra- azalera atereaz.","La edad de jugar no se acaba nunca, y según los psicólogos, jugar nos retrotrae a nuestra infancia, extrayendo de nosotros ese espíritu lúdico y algo frívolo que la vida adulta se empeña en borrar.",Erreur
Zentroko terapeuta guztiak Bizkaiko Psikologoen Elkargo Ofizialeko kideak dira.,Todos los terapeutas del centro están colegiados en el Colegio Oficial de Psicólogos de Bizkaia.,Erreur
"Yolanda Iglesias Agifeseko psikologoak gogo-aldartearen nahasmenduei buruzko hitzaldia eskaini zuen atzo Donostian, eta nahasmendu bipolarra zein depresio klinikoa izan zituen ardatz.","Yolanda Iglesias, psicóloga de Agifes, ofreció ayer en Donostia una charla informativa sobre los trastornos del estado de ánimo, en particular el trastorno bipolar y la depresión clínica, la cual –advirtió- “será la enfermedad del siglo XXI”.",Erreur
"6 urte baino lehen, psikologoek araurik gabeko jarduerak gomendatzen dituzte.","Antes de los 6 años, los psicólogos recomiendan clases que no exijan normas.",Erreur
"Azaroaren 4a - José Luis Pinillos, bizkaitar psikologoa (j.","4 de noviembre: Juan Camilo Mouriño, político mexicano (n.",Erreur
"Buru-osasunaren alorreko profesionala da psikoterapeuta (psikologoa edo psikiatra izaten da), eta tratamendu psikologiko bat egiteko gaitasuna ematen dio bere prestakuntzak.",Un psicoterapeuta es un profesional de la salud mental (psicólogo o psiquiatra) que está preparado para realizar un tratamiento psicológico.,Erreur
"Lineakoa ez den beste prestakuntza bat Psikologiako profesionalei zerbitzua emateko lan-ildoarekin jarraitzeko asmoz, PEO Bizkaiak jarduera-arloak birziklatzeko prestakuntza ematen du, gure psikologoak eraginkor bihurtzen eta gizarteak dituen beharrak asetzen dituzten prestakuntza ekintzak bilatuz.","Siguiendo con una línea de trabajo enfocada a dar servicio a los/as profesionales de la Psicología, el COP Bizkaia proporciona una formación dirigida al reciclaje continúo en diferentes áreas de intervención, buscando aquellas acciones formativas que hagan de nuestros/as psicólogos/as unos profesionales eficaces que cubran las necesidades que la sociedad demanda.",Erreur
"Elkar egin behar dute lan, eta horregatik coach eta psikologoaren papera garrantzi handia dauka gaur egun.",Uno sin el otro no funciona y es por ello que el papel de psicólogo y del coach cada vez tienen más importancia.,Erreur
Psikologoak eta Gestalt Terapeutak Arrasaten eta Tolosan - Terapiagestalt ES EU,Psicólogas y Terapéutas Gestalt en Arrasate y Tolosa - Terapiagestalt ES EU,Erreur
"Hasiera-hasieratik saiatu gara curriculum eta administrazio alorreko hierarkien aurka borrokatzen, eta komunitate-mailako lotura-sarea eratzen duten gizarte-eragile herrikoiak erreskatatzea lortu dugun bezalaxe, erreferentzial semantiko eta pragmatikoak sortzen lagundu dugu, psikiatrek, psikologoek, medikuek eta ikastoletako hezkuntza bereziko langileek erabili zitzaten.","Desde el primer momento hemos tratado de luchar contra las jerarquías curriculares o administrativas y de la misma manera que hemos conseguido rescatar los agentes sociales populares que dan vida al entramado vincular comunitario, igualmente hemos facilitado la creación de referenciales semánticos y pragmáticos que pudieran ser compartidos por psiquiatras, psicólogos, médicos y en fin, personal de educación especial en las ikastolas.",Erreur
"Psikologo modernoek nahiago dute arima hitza ez erabiltzea, nahiz eta mende askotan ingeles hizkuntzan orokorrean erabiltzen den.","Los psicólogos modernos prefieren no usar la palabra alma, aunque ha sido de uso general en el idioma inglés durante muchos siglos.",Erreur
"3) Ebaluazio-batzordeak kasuaren hasierako azterketa egingo du, eta kanpoko beste aditu batzuen parte-hartzea baloratuko du (psikologoa, perituak, etab.).","3) La Comisión de Evaluación analizará inicialmente el caso y valorará la participación de otros expertos externos (psicólogo/a, peritos, etc.)",Erreur
Horregatik gure psikologo adituen gabinetea zure eskura jartzen dugu.,"Por eso, ponemos a vuestra disposición nuestro gabinete de expertos psicólogos.",Erreur
"Ikastaroa doakoa da enpresa elkartuentzat, eta gaian aditua den psikologo batek emango dizkie eskolak talde murriztuei.",El curso es gratuito para empresas asociadas y es impartido para grupos reducidos por un psicólogo experto en la materia.,Erreur
"Presoek zigorra bete bitartean zaintza-lanak bakarrik egin beharko lituzketen horien eskuetan, Gavioto ez da ez lehenbiziko ez azkenengo eraildakoa; arras luzea da zerrenda, eta heriotza horien guztien aurrean erabateko isiltasuna eta are inpunitate handiagoa dute instituzioaren arduradunek: hor sartzen dira bai zuzenean erasotzen dutenak, hau da, kartzeleroak, medikuak, psikologoak edota espetxe barruko edozein langile, alegia, laguntza mediko errealik gabe uzten dutenak edota espezialistek sinaturiko txostenen bitartez gertaera sinesgaitzak justifikatzen dituztenak; bai horren guztiaren konplizeak, hau da, espetxe-zaintzako epaitegiak, guardiako epaitegiak eta, halaber, Espetxeetako Zuzendaritza Nagusia, zeinak, presoen segurtasuna zaindu beharrean, ezikusiarena egiten baitu, lagun nahiz familiek eskatutako ikerketak oztopatzen baititu eta, are gehiago, gertatutakoak justifikatzen baititu espetxeko segurtasuna babesteko aitzakia errazaren hegalpean, dirudienez edozeren kontura, baita bizitzen gainetik ere.","Gavioto no es el primero ni el último en una larguísima lista de compañerxs asesinados a manos de quienes tan solo deberían haberlo custodiado durante su condena y todo esto se lleva a cabo en el más absoluto silencio y con la mayor impunidad para sus responsables. Desde carceleros, médicos, psicólogos, o cualquier trabajador de dentro de las prisiones que de forma más directa les agreden, les dejan sin asistencia medica real o justifican lo sucedido con inverosímiles informes firmados por especialistas, hasta la complicidad de los juzgados de vigilancia penitenciaria, los juzgados de guardia e incluso la dirección general de instituciones penitenciarias que nada más lejos de velar por la seguridad de los presxs miran a otro lado, dificultan las investigaciones exigidas por parte de amigos y familiares o incluso justifican los sucedido con el fácil pretextos de mantener la seguridad del centro, parece ser a costa de lo que sea, incluso de vidas.",Erreur
"Azkenik Juan Karlos Alonso psikologoak “Irakurketaren garrantzia haurraren garapen emozional eta intelektualean” gaia landuko du. Hitzaldia gaztelaniaz izango da, apirilak 1ean, ostiralean, arratsaldeko 18:00-19:30 bitartean.","Finalmente intervendrá el psicólogo Juan Karlos Alonso, con una charla en castellano sobre “Importancia de la lectura en el desarrollo emocional e intelectual del niño”, que tendrá lugar el día 1 de abril, viernes, de 18:00-19:30.",Erreur
"Neuropsikologikoa: psikologoak pertsonaren egoera mentalaren, funtzio intelektual zein kognitiboen, egoera afektiboaren eta jokabidearen ebaluazio osoa egiten du.","Neuro-psicológica: un psicólogo realiza una evaluación completa del estado mental, las funciones intelectuales y cognitivas, así como la situación afectiva y conductual de la persona.",Erreur
"Alcer-Gipuzkoako psikologoaGiltzurrun Gutxiegitasun Kroniko Terminalaren (GGKT) diagnosiak paziente eta senitartekoaren bizitza normalizatuan aldaketa garrantzitsu bat suposatzen du, zeinak bizitza estilo berri batetara bideratua izan behar duen.",El diagnóstico de ERC supone en la vida ordinaria y normalizada del paciente y de sus familiares un cambio importante que debe ser afrontado y reconducido hacia un estilo de vida nuevo.,Erreur
"Jaume Funes psikologoa, hezitzailea eta kazetaria da, eta bere bizitza profesionala nerabeen eta gazteen munduari eskaini die, eta beren gizarte zailtasunei.","Jaume Funes, psicólogo, educador y periodista, ha dedicado su vida profesional al mundo de los adolescentes y jóvenes y a sus dificultades sociales.",Erreur
"Hitzaldia Yolanda Iglesias Agifeseko psikologoak eskainiko du. Senideek eta zaintzaileek beren burua zain dezaten bultzatzeko jarraibideak emango ditu profesional honek. Gainera, familian sor daitezkeen estres eta antsietate egoerak kudeatzeko estrategiak azalduko ditu.","La charla correrá a cargo de Yolanda Iglesias, psicóloga de Agifes, que ofrecerá pautas para favorecer el autocuidado de los familiares y cuidadores de personas con enfermedad mental. Asimismo, mostrará a los asistentes estrategias para manejar situaciones de estrés.",Erreur
