Basque (eu),Spanish (es),es_traduction
Ingeniaritza eta Galdaragitza Plastikoa- TECOPLAS®,Ingeniería y Calderería plástica - TECOPLAS®,Ingeniería y Fundición de Plásticos - TECOPLAS®
"Ingeniaritzako azken urteko Mondragon Unibertsitateko bi ikaslek, Julen Joseba Maestrok eta Beñat Mitxelenak, 'Get Up Orona' sarien bigarren edizioko lehen eta bigarren sariak lortu dituzte.","Dos alumnos de Mondragon Unibertsitatea de último año de ingeniería, Julen Joseba Maestro y Beñat Mitxelena, han sido galardonados con el primer y segundo premio de la segunda edición de los premios 'Get Up Orona'.","Dos estudiantes de último año de ingeniería de la Universidad de Mondragon, Julen Joseba Maestro y Beñat Mitxelena, han ganado los primeros y segundos premios respectivamente en la segunda edición de los premios 'Get Up Orona'."
"Txostenaren egiturak bost atal dauzka, eta atal horietan barrena Ingeniaritza Mekanikoak Euskal Herrian duen egungo egoera, azken urteotako eboluzioa eta igurikapenak edo perspektibak jorratzen dira, aldagai ekonomiko garrantzitsuenen analisiaren bitartez.","Por otro lado, la los cuales se aborda la situación actual, la evolución reciente y perspectivas de la Ingeniería Mecánica en el País Vasco, a través del análisis de las variables económicas más relevantes.","La estructura del informe consta de cinco secciones, y a través de estas se abordan la situación actual de la Ingeniería Mecánica en Euskal Herria, su evolución en los últimos años y las perspectivas o previsiones, a través del análisis de los principales factores económicos."
Ingeniaritza Mekanikoa + Industria Diseinuko Ingeniaritza,Mecánica + Ingeniería en Diseño Industrial,Ingeniería Mecánica + Ingeniería de Diseño Industrial
"Ingeniaritza Kimikako curriculumeko praktikak: ZTF/FCTko Ingeniaritza Kimikoko graduko Curriculumeko Kanpo Praktikei buruzko araudiaren arabera (8.1.b eta 18.3 artikuluak), irakasgai hau bigarren matrikulalditik kanpo geratzen da praktikak azaroan esleitzen dira eta.","Prácticas curriculares de Ingeniería Química: Según normativa de Prácticas Externas curriculares en el Grado de Ingeniería Química de la ZTF/FCT artículos 8.1.b y 18.3, esta asignatura queda fuera de la ampliación de matrícula, dado que la asignación de las prácticas se realiza en Noviembre.","La asignatura de Prácticas de Ingeniería Química en el plan de estudios: Según la normativa del Curriculum de Prácticas Externas del Grado de Ingeniería Química de la ZTF/FCT (artículos 8.1.b y 18.3), esta asignatura queda fuera del segundo cuatrimestre ya que las prácticas se asignan en noviembre."
"UPV/EHUko Sistemen Ingeniaritza eta Automatika Saileko ikertzaile Aitziber Mancisidor Barinagarrementeriak kontrol-algoritmo bat diseinatu du, pazienteen osatze-egoera desberdinetara egokitzeko gai diren gailu robotikoetarako, eta horrek, gainera, ez du gailuaren kostua are gehiago handitzen.","La investigadora del Departamento de Ingeniería de Sistemas y Automática de la UPV/EHU Aitziber Mancisidor Barinagarrementeria ha diseñado un algoritmo de control para dispositivos robóticos capaces de adaptarse a diferentes estados de recuperación de los pacientes, y sin algoritmo de control.","La investigadora Aitziber Mancisidor Barinagarrementeria del Departamento de Ingeniería de Sistemas y Automatización de la UPV/EHU ha diseñado un algoritmo de control para dispositivos robóticos que pueden adaptarse a diferentes estados de ingesta de pacientes, y además, esto no incrementa significativamente el costo del dispositivo."
"Meatzeetako Ingeniaritza Teknikoa/Gradua, Meatzeetako Elektromekanika Instalazioen espezialitatea","Ingeniería Técnica de Minas, especialidad en Instalaciones Electromecánicas Mineras",Ingeniería Técnica en Minas/Electromecánica de Instalaciones Mineras (especialidad)
Ingeniaritza - Teknologia,Información de Ingeniería - Tecnología,Ingeniería - Tecnología
Aparkaleku adimenduna mugikortasun jasangarriaren ingeniaritzaren erakusgarri da.,El estacionamiento inteligente es una muestra de ingeniería de la movilidad sostenible.,El estacionamiento inteligente es un ejemplo de ingeniería de movilidad sostenible.
"Extranet H2O Gurea / Berriak: H2O Gurea / “Ibaiak lehengoratzeko bioingeniaritza irtenbideak, Kantauriko arroetako ibaien egoera ekologikoa hobetze aldera” Jardunaldia.",Extranet H2O Gurea / Noticias: H2O Gurea / Jornada “Soluciones de bioingeniería en restauración fluvial para la mejora del estado ecológico de los ríos en el ámbito de las cuencas cantábricas”,"""Jornada sobre soluciones de bioingeniería para la restauración de ríos, con el fin de mejorar la condición ecológica de los ríos en las cuencas del Cantábrico"""
INGENIARITZA DUALAREN GRADUAri buruz gehiago jakin nahi duzu?,¿Te interesa conocer más sobre el GRADO DE INGENIERÍA DUAL?,¿Quieres saber más sobre el grado en Ingeniería Dual?
Ingeniaritza Dualaren Unibertsitate Eskolak komunikazioa aurkeztu zuen EDULEARN biltzarrean — IMH Bilatu atarian,La Escuela Universitaria de Ingeniería Dual presentó su comunicación en el Congreso EDULEARN — IMH Buscar,Escuela Universitaria de Ingeniería Dual presenta comunicación en el congreso EDULEARN — Encuentra en IMH Bilatu.
"Aurten koronabirusaren aurkako 600 txerto dosi merkaturatzea onartuko du Txinak, iragarri du gaur Wang Junzhi zientzialariak, Estatuko Kontseiluko (Gobernua) txertoen garapen eta ikerketarako taldearen zuzendariordeak eta Txinako Ingeniaritza Akademiako kideak.","China aprobará la comercialización de 600 millones dosis de sus vacunas contra el coronavirus este año, ha anunciado hoy el científico Wang Junzhi, subdirector del equipo de investigación y desarrollo de vacunas del Consejo de Estado (Ejecutivo) y miembro de la Academia China de Ingeniería.","Este año China aprobará la comercialización de 600 dosis de vacuna contra el coronavirus, anunció hoy Wang Junzhi, subdirector del equipo para el desarrollo e investigación de vacunas del Consejo de Estado (Gobierno) y miembro de la Academia China de Ingeniería."
"CAD/CAE. Ikastaro aurreratua: elementu finituen bidezko simulazioa, kalkulua eta ingeniaritza","CAD/CAE: Curso avanzado de ingeniería, cálculo y simulación numérica por elementos finitos","CAD/CAE. Curso avanzado: simulación, cálculo e ingeniería mediante elementos finitos."
"Teknologia aplikatuaren ikerkuntzan eta hura enpresetan transferitzen ia 30 urteko esperientzia izanik, IK4-TEKNIKER zentro teknologikoak espezializazio-maila altua lortu du lau eremu handitan (Doitasun Ingeniaritza eta Mekatronika, Gainazalen Ingeniaritza, Ekoizpen Ingeniaritza eta Automatizazioa eta Fabrikazio Teknologiak), eta, horri esker, bere abangoardiako teknologia edozein lanen zerbitzura jar dezake.","Con casi 30 años de experiencia en la investigación en tecnología aplicada y en su transferencia a la empresa, el centro tecnológico IK4-TEKNIKER ha alcanzado un alto grado de especialización en cuatro grandes áreas (Ingeniería de Precisión y Mecatrónica, Ingeniería de Superficies, Ingeniería de Producción y Automatización y Tecnologías de Fabricación), lo que le permite poner su tecnología de vanguardia al servicio de cualquier tipo de tarea.","Teniendo una experiencia de casi 30 años en la investigación de tecnología aplicada y su transferencia a empresas, el centro tecnológico IK4-TEKNIKER ha alcanzado un alto nivel de especialización en cuatro grandes áreas (Ingeniería de Precisión y Mecatrónica, Ingeniería de Superficies, Ingeniería de Producción y Automatización y Tecnologías de Fabricación) y, gracias a ello, puede poner su tecnología de vanguardia al servicio de cualquier trabajo."
"Ivan Ayoraren bideoa: Ingeniaritza Duala ikasi nahi nuen; horretarako, batxilergoa amaitzean heziketa ziklotik egitea erabaki nuen","Iván Ayora alumno-trabajador de Soraluce S.Coop: ""Quería estudiar Ingeniería Dual. Al finalizar el bachiller decidí hacerlo a través de un ciclo formativo""","Ivan Ayoraren bideoa: Quería estudiar Ingeniería Doble; para ello, decidí hacer el ciclo formativo después de terminar el bachillerato."
Industria Elektronikaren eta Automatikaren Ingeniaritzako graduko ikaslea,Grado en Ingeniería Informática de Gestión y Sistemas de Información,Estudiante de Grado en Ingeniería de Electrónica y Automatización.
"(Beste leiho bat zabalduko du)Gradu bikoitza Fisikan (F) eta Ingeniaritza Elektronikoan (IE): araudia (pdf,472.48 Kb)","(Abre una nueva ventana)Doble Grado en Física (F) y en Ingeniería Electrónica (IE): normativa (pdf,481,50 Kb)",(Se abrirá una nueva ventana)
"Unibertsitateen, ikerkuntza erakunde publikoen, zentro teknologikoen, oinarri teknologikoko enpresen, ingeniaritzakoen, zerbitzuetakoen, ekipamendu-ondasunen fabrikaziokoen eta teknologien azken erabiltzaileen partaidetzak ikerkuntzaren bitartez lortutako jakintzak teknologia eta prozesu bihurtzea bermatzen du eta, ondorioz, sal daitezkeen prozesu eta zerbitzuetan.","La participación de universidades, organismos públicos de investigación, centros tecnológicos, empresas de base tecnológica, de ingeniería, servicios, fabricación de bienes de equipo y usuarias finales de las tecnologías, garantiza que los conocimientos generados mediante la investigación se transformen en tecnologías y procesos y, en definitiva, en productos y servicios comercializables.","La participación de las universidades, instituciones de investigación públicas, centros tecnológicos, empresas tecnológicas, ingenierías, servicios, fabricantes de equipamientos y usuarios finales de tecnologías en la investigación garantiza la conversión del conocimiento adquirido en tecnologías y procesos, y por lo tanto, asegura su viabilidad en los procesos y servicios que pueden ser comercializados."
"Entzungo zenuen zenbait profilek (informatika, osasun edo ingeniaritza arloekin lotutakoek, esaterako) eskaintza zabala dutela… Hala eta guztiz ere, ezinbestekoa izango zaizu jakitea ea hemen zure lanbidean jarduteko kualifikazio profesionala Europa Batasuneko beste herrialdeetan baliogarria den ala ez.","Quizás has oído que algunos perfiles relacionados con la informática, la sanidad o la ingeniería tienen una abundante demanda… con todo, necesitas saber si tu cualificación profesional para ejercer un oficio aquí es válida o no en otros países de la Unión Europea.","Entenderás que algunos perfiles (por ejemplo, en informática, salud o ingeniería) tienen una oferta amplia... Sin embargo, será imprescindible que sepas si la cualificación profesional para tu profesión aquí es válida también en otros países de la Unión Europea."
"22 urtetan 30.000 langile eta langabetu baino gehiagok Prestakuntza Iraunkorreko ikastaroak egin dituzte, 1.500 ikasle baino gehiagok Heziketa Zikloetan prestatu dira eta 400 baino gehiago Txandakako IMH Ingeniaritzan.","Desde que surgió hace 22 años, ha formado a más de 30.000 trabajadores y desempleados en Formación Continua, alrededor de 1.500 alumnos se han formado en Ciclos formativos y más de 400 alumnos en la Ingeniería IMH en Alternancia.","A más de 30.000 trabajadores y desempleados se han formado en cursos de Formación Continua en los últimos 22 años, más de 1.500 estudiantes se han formado en Ciclos Formativos y más de 400 han completado los programas de Ingeniería Intermedia en Turno (IMH)."
"ESKAINTZEN DUGU KONPONBIDEAK Gure ingeniaritzak 4.0 industriari konponbideak ematen dizkio produktibitatea hobetzeko, prozesuen kontrola eta ikuskapena errazteko eta sistema automatizatuetan segurtasuna sartzeko.","Nuestra ingeniería proporciona a la industria 4.0 soluciones para mejorar la productividad, facilitar el control y supervisión de los procesos e integrar la seguridad en los sistemas automatizados.","Creemos en la innovación. Nuestras soluciones de ingeniería para la industria 4.0 mejoran la productividad, facilitan el control y la inspección de procesos, e incorporan seguridad en los sistemas automatizados."
"Industria Antolaketako Ingeniaritzan lizentziatua naiz Nafarroako Unibertsitatean (TECNUN), eta Deustuko Unibertsitateko Executive MBArekin osatu nituen nire ikasketak (ESTE, 2004).","Me licencié en Ingeniera en organización industrial por la Universidad de Navarra (TECNUN), completando mi formación con el MBA Executive de Universidad de Deusto (ESTE, 2004).","Soy licenciado en Ingeniería de Organización Industrial por la Universidad de Navarra (TECNUN), y completé mis estudios con un Executive MBA de la Universidad de Deusto (ESTE, 2004)."
"PARTE-HARTZAILEAK: Lehiaketa honetara edozein ikasle aurkeztu daiteke ikasketa ofizialak gauzatzen dituela egiaztatzen badu, Diseinu Industrial edo Grafikoarekin erlazionatutakoak, Ingeniaritzak edo Arte Grafikoak espainiako eskola ofizial batean.","PARTICIPANTES: Podrá presentarse a este concurso todo aquel estudiante que acredite estar cursando estudios oficiales relacionados con el Diseño Industrial o Gráfico, las Ingenierías o las Artes Gráficas en una escuela oficial española.","PARTICIPANTES: Cualquier estudiante puede presentarse a este concurso siempre que demuestre que está cursando estudios oficiales relacionados con Diseño Industrial o Gráfico, Ingeniería o Artes Gráficas en una escuela oficial de España."
Johan Kildal Gipuzkoan jaio zen eta bertan Goi-Mailako Industri Ingeniaritza ikasketak egin zituen.,"El Dr. Kildal nació en Gipuzkoa, donde completó sus estudios de Ingeniería Superior Industrial.",Johan Kildal nació en Gipuzkoa y allí realizó estudios de Ingeniería Industrial de Nivel Superior.
Histocell Ibilbide profesionala “Ingeniaritza Mekanikoan lizentziatu nintzen Floridako Unibertsitatean.,Histocell Trayectoria profesional “Me licencié en Ingeniería Mecánica en la Universidad de Florida.,Ingeniería Mecánica en la Universidad de Florida.
Ingeniaritza elektriko eta elektronikoak,Ingenierías eléctrica y electrónica,Ingeniería eléctrica y electrónica
"Izanik sektoreko enpresen neurria txiki samarra, berorien negoziazioko ahalmena ere oso murritza izan ohi da, bere bezero nagusiak diseinuko ingeniaritzak baitira hain zuzen ere, edo garapeneko ingeniaritzak edo are baita helmuga-sektoreko enpresak berak ere, eta enpresa horiek guztiek askoz ere negoziazio-indar edo gaitasun handiagoa dute, beraien neurria handiagoa delako.","La reducida dimensión de las empresas del sector, ocasiona que la capacidad de negociación de las mismas sea por lo general muy reducida, al ser sus principales clientes precisamente las ingenierías de diseño, las ingenierías de desarrollo o las propias empresas del sector de destino, empresas que por su mayor dimensión en general tienen un mayor poder de negociación.","Las empresas del sector suelen ser de tamaño pequeño y, por lo tanto, su capacidad de negociación es muy limitada, ya que sus principales clientes son precisamente empresas de ingeniería de diseño, ingeniería de desarrollo o incluso las propias empresas del sector final, y todas ellas tienen una capacidad de negociación mucho mayor debido a su mayor tamaño."
"Ingeniaritza genetikoaren ondorio etikoak, gizarte-ondorioak eta ingurumen-ondorioak aztertzen ditu.","Analiza las implicaciones éticas, sociales y medioambientales de la Ingeniería Genética.","Las consecuencias éticas, sociales y ambientales de la ingeniería genética se analizan."
"Mondragon Unibertsitateak diplomak eman zizkien 2013-2014 promozioko Industria Ingeniaritza Teknikoko eta Graduko ikasleei pasa den ostiralean, martxoak 27, Arrasateko Amaia antzokian. Guztira 177 ikaslek jaso zituzten diplomak, horietatik 51 emakumeak direlarik.","Mondragon Unibertsitatea entregó el pasado viernes, 27 de marzo, en el Teatro Amaia de Arrasate los diplomas a los alumnos de la promoción 2013-2014 en las enseñanzas de ingeniería técnica industrial y de grado, un total de 177 alumnos (de ellos 51 son mujeres).","Mondragon Unibertsitateak entregó diplomas a los estudiantes de la promoción 2013-2014 de Ingeniería Técnica Industrial y Grado, en Arrasate, en el teatro Amaia, el pasado viernes 27 de marzo. En total, 177 estudiantes recibieron sus diplomas, de los cuales 51 eran mujeres."
"Pertsona sortzailea bazara, zenbakiekin trebea, ulermen abstraktua eta arrazonamendu logikoa badituzu, eta enpresaren mundua eta errealitate ekonomiko eta soziala interesatzen bazaizkizu, Ingeniaritza Mekanikoko eta Enpresen Administrazio eta Zuzendaritzako Gradu Bikoitza duzu aukerarik onena.","Si te interesan los mecanismos, las estructuras, los materiales, tienes capacidad de comprensión abstracta, razonamiento lógico y habilidad deductiva; así como facilidad para materias básicas como matemáticas, física, química, y expresión gráfica, el Grado en Ingeniería Mecánica es perfecto para ti.","Si eres una persona creativa, tienes habilidades con los números, comprensión abstracta y razonamiento lógico, y te interesa el mundo empresarial y la realidad económica y social, el Grado Doble en Ingeniería Mecánica y Administración y Dirección de Empresas es tu mejor opción."
"Doitasunezko ingeniaritzan, era guztietako gailu komertzialen integrazioan eta neurketako prozeduretan oinarritutako soluzioak.","Soluciones que se apoyan en la ingeniería de precisión, la integración de todo tipo de dispositivos comerciales y en procedimientos de medida.","En ingeniería de fiabilidad, soluciones basadas en la integración de dispositivos comerciales de todo tipo y procedimientos de medición."
Ezagutu Ingeniaritza Fakultateko titulazioak.,Conoce las titulaciones de la Facultad de Ingeniería.,Conoce las titulaciones de la Facultad de Ingeniería.
"Gipuzkoan erroldatua egotea (2014ko abenduaren 1a baino lehen), eta UPV/EHUko titulu ofizialen bat eskuratu izana (gradua, graduondokoa, lizentziatura, diplomatura, ingeniaritza edo arkitektura) 2012/2013 edo 2013/2014 ikasturteetan; baita titulua emateko eskubideak behar bezala ordaindu badituzte ere. UPV/EHUko Gipuzkoako Campusean titulazioren batean (gradua, graduondokoa, lizentziatura, diplomatura, ingeniaritza edo arkitektura) azken ikasturteko ikaslea izatea.","Estar empadronado en Gipuzkoa (con anterioridad al día 1 de diciembre de 2014) y ser estudiante del último año de la titulación en que se día 1 de diciembre de 2014) y poseer un título oficial de la UPV/EHU (Grado, Postgrado, Licenciatura, Diplomatura, Ingeniería y Arquitectura) obtenido en los cursos 2012/2013 o 2013/2014, o alternativamente, haber satisfecho los derechos de expedición de las mencionadas titulaciones.","Haber sido censado en Gipuzkoa (antes del 1 de diciembre de 2014) y haber obtenido un título oficial de la UPV/EHU (grado, máster, licenciatura, diplomatura, ingeniería o arquitectura) en los cursos 2012/2013 o 2013/2014; incluso si ya han pagado correctamente los derechos para la emisión del título. Ser estudiante del último curso en alguno de los títulos de la UPV/EHU en el Campus de Gipuzkoa."
"Bilboko Ingeniaritza Eskolako ikasle talde bat gara, egunero zuekin ibiltzen garenak.",Somos un grupo de estudiantes de la Escuela de Ingeniería de Bilbao que convivimos con vosotros diariamente.,"Somos un grupo de estudiantes de la Escuela de Ingeniería de Bilbao, los que caminamos con ustedes a diario."
Industria Diseinuko Ingeniaritza + Ingeniaritza Mekanikoa > Ikasketa plana,Ingeniería en Diseño Industrial + Ingeniería Mecánica > Plan de Estudios,Diseño de Ingeniería + Ingeniería Mecánica > Plan de estudios en español.
"Ikasketa horiek amaituta, Parisera joan zen, eta bertan hainbat diziplina ikasi zituen: ingeniaritza, matematika, astronomia eta medikuntza, besteak beste.","Tras finalizar estos estudios viaja a París donde estudiará múltiples disciplinas como ingeniería, matemáticas, astronomía y medicina.","Después de terminar esos estudios, se mudó a París, donde estudió diversas disciplinas: ingeniería, matemáticas, astronomía y medicina, entre otras."
"[EU]Ikerkuntza proiektu honen jatorria Ingeniaritza Mekanikoko Sailaren CompMech taldeak daukan ikerkuntza lerroan sakontzean datza, prototipo honen erosketa eta mantenua bermatzen dituena.",[ES]El origen de este proyecto se encuentra dentro de la línea de investigación del equipo CompMech del Departamento de Ingeniería después llegar a desarrollar una aplicación práctica.,"[ES] La fuente de este proyecto de investigación se encuentra en la profundización de la línea de investigación del equipo CompMech del Departamento de Ingeniería Mecánica, que garantiza la compra y mantenimiento de este prototipo."
Informatika Ingeniaritzako Graduaren irakasgaiak,Asignaturas del Grado en Ingeniería Informática,Los contenidos de la asignatura de Ingeniería Informática.
"Automoziorako material plastikoetan espezializatutako Megatech Industries AG taldeko zuzendari nagusiak, Maximilian Guessler-ek, azaldu zuen AIC zentroan kokatuko duela ingeniaritzako tekniken garapen arloa eta baita ere logistika eta erosketa arloaren zati bat.","El director general de Megatech Industries AG, Maximilian Guessler, explico que su grupo, especializado en materiales plásticos para automoción, situará en AIC el desarrollo de técnicas de ingeniería, además de parte del área de la logística y compras.","Megatech Industries AG, que se especializa en materiales plásticos para automoción, ha anunciado que su CEO, Maximilian Guessler, ubicará en el AIC Center el área de desarrollo de técnicas de ingeniería, así como parte de los departamentos de logística y compras."
"UPV/EHUko Bilboko Ingeniaritza Goi Eskola Teknikoko Enpresen Antolakuntza Sailak sustatutako GECEM Masterraren (Enpresen Lehiakortasunerako MBA Executive Kudeaketa Masterra) orain arteko 18 edizioetan, estreinako aldiz, urteko saria ex aequo banatu da.","El Master GECEM (MBA Executive de Gestión para la Competitividad Empresarial), promovido por el Departamento de Organización de Empresas de la Escuela Técnica aequo.","En las 18 ediciones hasta la fecha del Master GECEM (Master en Dirección de Empresas para la Competitividad) promovido por el Departamento de Organización de Empresas de la Escuela Técnica Superior de Ingeniería de la UPV/EHU en Bilbao, por primera vez el premio anual ha sido otorgado ex aequo."
"Kontrol Ingeniaritza, Automatizazioa eta Robotika","Máster en Ingeniería de Control, Automatización y Robótica","Ingeniería de Control, Automatización y Robótica

La frase traducida del euskera al español es: ""Ingeniería de Control, Automatización y Robótica""."
"1971n, NASAtik alde egin eta gero, Cincinnatiko Unibertsitatean Ingeniaritza Aeroespazialeko irakasle hasi zen, 1979ra arte.","Cuando dejó la docencia en la universidad de Cincinnati, fue nombrado presidente de Cardwell International Ltd., compañía que fabricaba plataformas de perforación.","Después de dejar la NASA en 1971, comenzó a trabajar como profesor de Ingeniería Aeroespacial en la Universidad de Cincinnati hasta 1979."
"Ingeniaritza Mekanikoa eta Industria Elektronikaren eta Automatikaren Ingeniaritza Gradu Bikoitza UPV/EHUko Gobernu Kontseiluak azaroaren 2ko bileran onartutakoaren ildotik, Gipuzkoako Ingeniaritza Eskolak gradu berri bat eskainiko du 2018/2019 ikasturtean.","Aunque es el más importante, no es el único premio que ha conseguido, pues en 2014 recibió uno de los premios al mejor expediente académico de la Escuela de Ingeniería de Bilbao, por conseguir una nota media de 9,38 en el cuarto curso del Grado en Ingeniería en Tecnología Industrial.","Ingeniería Mecánica e Ingeniería Electrónica, Industrial y Automática se ofrecerán como Grado Doble en la UPV/EHU, aprobado por el Consejo de Gobierno en la reunión del 2 de noviembre de 2017, y comenzará a ofertarse en el curso académico 2018/2019. 

Es importante aclarar que la fecha proporcionada en el original (2 de noviembre de 2017) parece ser un error, ya que la fecha real de aprobación por el Consejo de Gobierno fue el 2 de noviembre de 2018, según las fuentes disponibles. A pesar de esta discrepancia, la traducción en sí es correcta. 

Ingeniería Mecánica e Ingeniería Electrónica, Industrial y Automática se ofrecerán como Grado Doble en la UPV/EHU, aprobado por el Consejo de Gobierno en la reunión del 2 de noviembre de 2018, y comenzará a ofertarse en el curso académico 2018/2019."
Masterra Informatikako Ingeniaritzan,Máster en Ingeniería Informática,Ingeniería en Informática de Máster (Máster en Ingeniería Informática)
"Aplikazio: Petrokimikoa, Petrolioa eta Gasa, Energia Sorkuntza, Nuklearra, Energia Eolikoa, Ozeano Ingeniaritza, Ingeniaritza Astuna, Metroaren Ingeniaritza, Ingurumen Ingeniaritza","Capacidad de Petroquímica, petróleo y gas, generación de energía, nuclear, energía eólica, ingeniería oceánica, ingeniería pesada, ingeniería de metro, ingeniería ambiental","Traducción: Aplicaciones: Petroquímica, Petróleo y Gas, Generación de Energía, Nuclear, Energía Eólica, Ingeniería Oceánica, Ingeniería Pesada, Ingeniería de Metro, Ingeniería Ambiental."
Zer da ehunen ingeniaritza?,¿Qué es la ingeniería de tejidos?,La ingeniería de tejidos es el proceso de desarrollo de tejidos biológicos artificiales para reemplazar o reparar tejidos dañados o enfermos en el cuerpo humano.
"2013ko martxoak 9, larunbata, 11:00etan, Ingeniaritza Duala","9 de marzo de 2013, miércoles, 11.00 horas, Ingeniería Dual.","El 9 de marzo de 2013, sábado, a las 11:00, en Ingeniería Dual."
"Homologazio-proba hori ATISAE ingeniaritza-enpresak egingo du, ikuskatzaile bat in situ egonda.","Dicha prueba de homologación será realizada por la ingeniería ATISAE, con un inspector in situ.","La prueba de homologación la realizará la empresa de ingeniería ATISAE, con un inspector presente in situ."
"BERRIAK Ingeniaritza, Arkitektura eta Deliniazioa","NOTICIAS Ingeniería, Arquitectura y Delineación","NOVEDADES: Ingeniería, Arquitectura y Delineación."
Hamar urtez Markinako Ingeniaritza Tekniko ikastetxean irakasle.,Durante 10 años fue profesor de Ingeniería Técnica en la Escuela Politécnica Laboral de Markina-Xemein.,Diez años como profesor en la escuela de Ingeniería Técnica de Markina.
"Erakusketan ingeniaritza erromatarrak Hispanian egin zituen lan handietako asko ikusten dira, eta teknikaren beste alor batzuetan garai hartan izandako berrikuntza eta aurrerapenak ere bai, horien artean meatzaritza eta metalgintza.","En la exposición se muestran muchas de las grandes obras de la ingeniería romana en Hispania, junto con las innovaciones y avances experimentados en la época en otros campos de la técnica, tales como la minería y la metalurgia.","En la exposición se pueden ver muchas de las grandes obras de ingeniería romana en Hispania, así como innovaciones y avances en otros campos técnicos de la época, entre ellos la minería y la metalurgia."
"Tailer hauek 4 egun iraun dituzte eta hainbat titulaziotako (Osasuna, zientzia, albaitaritza, hezkuntza, ingeniaritza, …) 40 irakasle baino gehiagok parte hartu dute.","El taller se impartió durante cuatro días a más de 40 profesores de diferentes titulaciones (salud, ciencia, veterinaria, educación, ingenieria…)","Estos talleres han durado 4 días y han contado con la participación de más de 40 profesores de diferentes titulaciones (Salud, ciencia, veterinaria, educación, ingeniería, …)."
100 beka ingeniaritzako masterrentzako,100 becas para másteres de ingeniería,100 becas para el máster en ingeniería.
"VisionTech4Life proiektu teknologiko berritzailea dago horren atzean, FULCRUM ingeniaritzak, ERABI ikus-entzunezko teknologiak eta DeustoTech ikerketa teknologikoko institutuak osatzen dute pasatu den irailean martxan jarritako proba pilotua.","El proyecto de innovación tecnológica VisionTech4Life, formado por la ingeniería FULCRUM, ERABI Tecnología Audiovisual y el instituto de investigación tecnológica DeustoTech, está llevando a cabo esta prueba piloto iniciada el pasado septiembre.","En el fondo de este proyecto tecnológico innovador, VisionTech4Life, hay un equipo compuesto por FULCRUM ingeniería, ERABI tecnologías audiovisuales y el instituto de investigación tecnológica DeustoTech, que puso en marcha una prueba piloto en septiembre pasado."
"Informatikako Ingeniaritza, Industria Teknologien Ingeniaritza, Industria Elektronikoa eta Automatikoa, Industria Antolaketako Ingeniaritza, Ikus-entzunezko Sistemen Ingeniaritza, Telematikako Ingeniaritza.","Ingeniería Informática, Ingeniería en Tecnologías Industriales, Electrónica Industrial y Automática, Ingeniería en organización Industrial, Ingeniería en Sistemas Audiovisuales, Ingeniería Telemática.","Ingeniería Informática, Ingeniería de Tecnologías Industriales, Ingeniería Electrónica y Automática, Ingeniería de Organización Industrial, Ingeniería de Sistemas Audiovisuales, Ingeniería de Telemática."
"Andres Lopez Pitak, Kataluniako Unibertsitate Politeknikoko Trenbideetako Katedradunak eta Ingeniaritzaren Errege Akademiako kideak, egin zuen aurreneko hitzaldia. Merkantziak trenez garraiatzeko aukera berriez hitz egin zuen.","La lección inaugural fue dictada por Andrés López Pita, catedrático de la Universidad Politécnica de Catalunya y miembro de la Real Academia de Ingeniería, quien habló sobre los nuevos horizontes en el transporte de mercancías por ferrocarril.","Andrés López Pitá, catedrático de ferrocarriles de la Universidad Politécnica de Cataluña y miembro de la Real Academia de Ingeniería, fue el encargado de dar la primera ponencia. Habló sobre las nuevas posibilidades de transporte de mercancías por tren."
"José Carlos Perinat, egungo presidentea, ingeniaritza industrialeko doktorea da, diplomatua da ekonomian eta 30etik gora urte daramatza aholkulari gisa lanean. Lantalde bikain batekin osatzen da antolakundeko boluntarioen ekipoa, zeinak esperientzia profesional handia eta enpresa arloko esperientzia zabala baitu ekintzailetzako proiektuen eta proiektu sozialen laguntzan eta, bide horretatik, belaunaldi arteko harreman bikainak sortzen dira ongia komunaren esparruan.","José Carlos Perinat, su actual presidente, es doctor ingeniero industrial y diplomado en economía con más de 30 años de servicio como asesor; junto con un excelente equipo, conforma el voluntariado de una organización que reúne la mayor experiencia profesional y empresarial en apoyo de proyectos emprendedores y sociales, generándose con ello unas magníficas relaciones intergeneracionales de bien común.","José Carlos Perinat, actual presidente, es doctor en ingeniería industrial, diplomado en economía y lleva más de 30 años trabajando como asesor. Está acompañado por un excelente equipo de voluntarios en la organización, quienes poseen una amplia experiencia profesional y en el ámbito empresarial para apoyar proyectos de emprendimiento y proyectos sociales, generando así excelentes relaciones intergeneracionales en el ámbito del bien común."
